,Outlet,Date,Positive,Negative,Neutral,Compound,Tweets Ago
256,@CBS,Fri May 04 21:00:00 +0000 2018,0.13,0.87,0.0,0.5093,56
257,@CBS,Fri May 04 18:42:12 +0000 2018,0.225,0.775,0.0,0.6996,57
258,@CBS,Fri May 04 14:48:42 +0000 2018,0.264,0.736,0.0,0.5562,58
259,@CBS,Wed May 02 19:04:01 +0000 2018,0.0,1.0,0.0,0.0,59
260,@CBS,Tue May 01 23:10:50 +0000 2018,0.0,1.0,0.0,0.0,60
261,@CBS,Tue May 01 17:58:51 +0000 2018,0.0,1.0,0.0,0.0,61
262,@CBS,Tue May 01 15:16:28 +0000 2018,0.299,0.701,0.0,0.8268,62
263,@CBS,Mon Apr 30 22:54:18 +0000 2018,0.373,0.627,0.0,0.8777,63
264,@CBS,Mon Apr 30 13:28:01 +0000 2018,0.0,1.0,0.0,0.0,64
265,@CBS,Mon Apr 30 02:22:08 +0000 2018,0.14,0.86,0.0,0.3818,65
266,@CBS,Sun Apr 29 15:30:00 +0000 2018,0.33,0.67,0.0,0.8356,66
267,@CBS,Thu Apr 26 23:40:24 +0000 2018,0.0,1.0,0.0,0.0,67
268,@CBS,Wed Apr 25 21:48:49 +0000 2018,0.313,0.687,0.0,0.75,68
269,@CBS,Wed Apr 25 18:09:50 +0000 2018,0.163,0.837,0.0,0.5719,69
270,@CBS,Wed Apr 25 16:55:33 +0000 2018,0.221,0.779,0.0,0.6239,70
271,@CBS,Mon Apr 23 21:03:22 +0000 2018,0.224,0.776,0.0,0.6696,71
272,@CBS,Sun Apr 22 16:00:03 +0000 2018,0.137,0.863,0.0,0.4019,72
273,@CBS,Fri Apr 20 22:00:01 +0000 2018,0.0,0.895,0.105,-0.4019,73
274,@CBS,Fri Apr 20 17:34:37 +0000 2018,0.0,1.0,0.0,0.0,74
275,@CBS,Thu Apr 19 20:00:00 +0000 2018,0.0,1.0,0.0,0.0,75
276,@CBS,Thu Apr 19 19:00:02 +0000 2018,0.174,0.826,0.0,0.4877,76
277,@CBS,Thu Apr 19 17:08:44 +0000 2018,0.132,0.868,0.0,0.4939,77
278,@CBS,Wed Apr 18 21:00:01 +0000 2018,0.128,0.872,0.0,0.4199,78
279,@CBS,Wed Apr 18 18:57:45 +0000 2018,0.355,0.645,0.0,0.8539,79
280,@CBS,Wed Apr 18 17:00:03 +0000 2018,0.196,0.804,0.0,0.5994,80
281,@CBS,Wed Apr 18 15:14:39 +0000 2018,0.16,0.718,0.122,0.2284,81
282,@CBS,Wed Apr 18 15:10:34 +0000 2018,0.0,1.0,0.0,0.0,82
283,@CBS,Tue Apr 17 00:26:33 +0000 2018,0.0,1.0,0.0,0.0,83
284,@CBS,Mon Apr 16 23:00:02 +0000 2018,0.0,1.0,0.0,0.0,84
285,@CBS,Mon Apr 16 17:00:04 +0000 2018,0.0,1.0,0.0,0.0,85
286,@CBS,Mon Apr 16 16:02:49 +0000 2018,0.123,0.806,0.071,0.2714,86
287,@CBS,Mon Apr 16 15:00:02 +0000 2018,0.0,0.833,0.167,-0.296,87
288,@CBS,Mon Apr 16 06:11:41 +0000 2018,0.179,0.821,0.0,0.5719,88
289,@CBS,Mon Apr 16 06:00:00 +0000 2018,0.292,0.708,0.0,0.765,89
290,@CBS,Mon Apr 16 05:55:00 +0000 2018,0.0,1.0,0.0,0.0,90
291,@CBS,Mon Apr 16 05:30:00 +0000 2018,0.0,1.0,0.0,0.0,91
292,@CBS,Mon Apr 16 05:00:00 +0000 2018,0.318,0.682,0.0,0.636,92
293,@CBS,Mon Apr 16 05:00:00 +0000 2018,0.123,0.776,0.1,0.128,93
294,@CBS,Mon Apr 16 03:56:42 +0000 2018,0.159,0.841,0.0,0.5255,94
295,@CBS,Mon Apr 16 03:06:10 +0000 2018,0.44,0.437,0.123,0.8392,95
296,@CBS,Mon Apr 16 03:02:50 +0000 2018,0.182,0.818,0.0,0.4389,96
297,@CBS,Mon Apr 16 03:00:10 +0000 2018,0.352,0.648,0.0,0.8268,97
298,@CBS,Mon Apr 16 02:58:55 +0000 2018,0.0,1.0,0.0,0.0,98
299,@CBS,Mon Apr 16 02:57:41 +0000 2018,0.395,0.605,0.0,0.8687,99
300,@FoxNews,Sat Jun 02 06:40:00 +0000 2018,0.242,0.758,0.0,0.6249,0
301,@FoxNews,Sat Jun 02 06:30:00 +0000 2018,0.0,1.0,0.0,0.0,1
302,@FoxNews,Sat Jun 02 06:10:00 +0000 2018,0.167,0.833,0.0,0.296,2
303,@FoxNews,Sat Jun 02 05:54:00 +0000 2018,0.145,0.855,0.0,0.296,3
304,@FoxNews,Sat Jun 02 05:40:00 +0000 2018,0.219,0.781,0.0,0.4215,4
305,@FoxNews,Sat Jun 02 05:20:00 +0000 2018,0.231,0.769,0.0,0.6369,5
306,@FoxNews,Sat Jun 02 05:10:00 +0000 2018,0.098,0.699,0.203,-0.3612,6
307,@FoxNews,Sat Jun 02 04:55:00 +0000 2018,0.0,0.865,0.135,-0.4215,7
308,@FoxNews,Sat Jun 02 04:35:00 +0000 2018,0.099,0.661,0.24,-0.4559,8
309,@FoxNews,Sat Jun 02 04:20:00 +0000 2018,0.157,0.508,0.335,-0.5423,9
310,@FoxNews,Sat Jun 02 04:05:00 +0000 2018,0.0,1.0,0.0,0.0,10
311,@FoxNews,Sat Jun 02 03:45:00 +0000 2018,0.246,0.754,0.0,0.5563,11
312,@FoxNews,Sat Jun 02 03:30:00 +0000 2018,0.0,1.0,0.0,0.0,12
313,@FoxNews,Sat Jun 02 03:25:00 +0000 2018,0.0,1.0,0.0,0.0,13
314,@FoxNews,Sat Jun 02 03:15:00 +0000 2018,0.427,0.573,0.0,0.9042,14
315,@FoxNews,Sat Jun 02 02:58:20 +0000 2018,0.0,0.88,0.12,-0.3818,15
316,@FoxNews,Sat Jun 02 02:57:12 +0000 2018,0.0,1.0,0.0,0.0,16
317,@FoxNews,Sat Jun 02 02:49:37 +0000 2018,0.0,0.818,0.182,-0.25,17
318,@FoxNews,Sat Jun 02 02:46:40 +0000 2018,0.0,0.623,0.377,-0.8979,18
319,@FoxNews,Sat Jun 02 02:37:32 +0000 2018,0.0,1.0,0.0,0.0,19
320,@FoxNews,Sat Jun 02 02:32:52 +0000 2018,0.18,0.82,0.0,0.296,20
321,@FoxNews,Sat Jun 02 02:28:32 +0000 2018,0.0,1.0,0.0,0.0,21
322,@FoxNews,Sat Jun 02 02:18:40 +0000 2018,0.126,0.874,0.0,0.3182,22
323,@FoxNews,Sat Jun 02 02:14:04 +0000 2018,0.042,0.958,0.0,0.0258,23
324,@FoxNews,Sat Jun 02 02:11:39 +0000 2018,0.0,1.0,0.0,0.0,24
325,@FoxNews,Sat Jun 02 02:07:25 +0000 2018,0.0,0.833,0.167,-0.4588,25
326,@FoxNews,Sat Jun 02 02:05:04 +0000 2018,0.139,0.602,0.259,-0.4588,26
327,@FoxNews,Sat Jun 02 01:57:00 +0000 2018,0.0,1.0,0.0,0.0,27
328,@FoxNews,Sat Jun 02 01:55:55 +0000 2018,0.0,1.0,0.0,0.0,28
329,@FoxNews,Sat Jun 02 01:51:00 +0000 2018,0.213,0.787,0.0,0.5859,29
330,@FoxNews,Sat Jun 02 01:45:24 +0000 2018,0.074,0.851,0.074,0.0,30
331,@FoxNews,Sat Jun 02 01:37:34 +0000 2018,0.0,0.838,0.162,-0.4404,31
332,@FoxNews,Sat Jun 02 01:37:22 +0000 2018,0.0,1.0,0.0,0.0,32
333,@FoxNews,Sat Jun 02 01:22:07 +0000 2018,0.0,0.765,0.235,-0.6124,33
334,@FoxNews,Sat Jun 02 01:15:38 +0000 2018,0.252,0.748,0.0,0.4019,34
335,@FoxNews,Sat Jun 02 01:08:11 +0000 2018,0.15,0.85,0.0,0.3182,35
336,@FoxNews,Sat Jun 02 01:00:00 +0000 2018,0.306,0.694,0.0,0.8176,36
337,@FoxNews,Sat Jun 02 00:50:10 +0000 2018,0.307,0.568,0.125,0.4939,37
338,@FoxNews,Sat Jun 02 00:36:10 +0000 2018,0.128,0.64,0.232,-0.3182,38
339,@FoxNews,Sat Jun 02 00:34:02 +0000 2018,0.0,0.859,0.141,-0.2023,39
340,@FoxNews,Sat Jun 02 00:27:46 +0000 2018,0.229,0.771,0.0,0.6183,40
341,@FoxNews,Sat Jun 02 00:21:09 +0000 2018,0.0,1.0,0.0,0.0,41
342,@FoxNews,Sat Jun 02 00:16:03 +0000 2018,0.0,0.698,0.302,-0.5994,42
343,@FoxNews,Sat Jun 02 00:09:51 +0000 2018,0.156,0.732,0.112,0.2263,43
344,@FoxNews,Sat Jun 02 00:00:43 +0000 2018,0.159,0.841,0.0,0.3919,44
345,@FoxNews,Fri Jun 01 23:52:04 +0000 2018,0.162,0.595,0.243,-0.3612,45
346,@FoxNews,Fri Jun 01 23:46:24 +0000 2018,0.0,1.0,0.0,0.0,46
347,@FoxNews,Fri Jun 01 23:42:07 +0000 2018,0.0,0.746,0.254,-0.7003,47
348,@FoxNews,Fri Jun 01 23:41:00 +0000 2018,0.0,0.703,0.297,-0.8006,48
349,@FoxNews,Fri Jun 01 23:28:22 +0000 2018,0.0,0.784,0.216,-0.296,49
350,@FoxNews,Fri Jun 01 23:21:12 +0000 2018,0.0,0.702,0.298,-0.5267,50
351,@FoxNews,Fri Jun 01 23:14:14 +0000 2018,0.0,0.905,0.095,-0.2247,51
352,@FoxNews,Fri Jun 01 23:12:14 +0000 2018,0.0,0.559,0.441,-0.7964,52
353,@FoxNews,Fri Jun 01 23:06:26 +0000 2018,0.0,1.0,0.0,0.0,53
354,@FoxNews,Fri Jun 01 23:00:14 +0000 2018,0.0,0.548,0.452,-0.765,54
355,@FoxNews,Fri Jun 01 22:52:11 +0000 2018,0.0,1.0,0.0,0.0,55
356,@FoxNews,Fri Jun 01 22:44:57 +0000 2018,0.0,1.0,0.0,0.0,56
357,@FoxNews,Fri Jun 01 22:42:23 +0000 2018,0.0,1.0,0.0,0.0,57
358,@FoxNews,Fri Jun 01 22:33:00 +0000 2018,0.219,0.781,0.0,0.4215,58
359,@FoxNews,Fri Jun 01 22:28:56 +0000 2018,0.296,0.704,0.0,0.6369,59
360,@FoxNews,Fri Jun 01 22:19:29 +0000 2018,0.0,1.0,0.0,0.0,60
361,@FoxNews,Fri Jun 01 22:10:22 +0000 2018,0.0,1.0,0.0,0.0,61
362,@FoxNews,Fri Jun 01 22:01:05 +0000 2018,0.073,0.927,0.0,0.2023,62
363,@FoxNews,Fri Jun 01 21:52:55 +0000 2018,0.0,0.677,0.323,-0.5106,63
364,@FoxNews,Fri Jun 01 21:43:27 +0000 2018,0.0,1.0,0.0,0.0,64
365,@FoxNews,Fri Jun 01 21:36:31 +0000 2018,0.0,1.0,0.0,0.0,65
366,@FoxNews,Fri Jun 01 21:29:58 +0000 2018,0.219,0.781,0.0,0.4215,66
367,@FoxNews,Fri Jun 01 21:25:13 +0000 2018,0.0,1.0,0.0,0.0,67
368,@FoxNews,Fri Jun 01 21:17:43 +0000 2018,0.244,0.756,0.0,0.6369,68
369,@FoxNews,Fri Jun 01 21:10:46 +0000 2018,0.0,1.0,0.0,0.0,69
370,@FoxNews,Fri Jun 01 21:06:15 +0000 2018,0.0,1.0,0.0,0.0,70
371,@FoxNews,Fri Jun 01 20:59:57 +0000 2018,0.317,0.683,0.0,0.6249,71
372,@FoxNews,Fri Jun 01 20:54:56 +0000 2018,0.0,1.0,0.0,0.0,72
373,@FoxNews,Fri Jun 01 20:53:26 +0000 2018,0.0,0.87,0.13,-0.2023,73
374,@FoxNews,Fri Jun 01 20:47:18 +0000 2018,0.247,0.753,0.0,0.3182,74
375,@FoxNews,Fri Jun 01 20:42:29 +0000 2018,0.0,1.0,0.0,0.0,75
376,@FoxNews,Fri Jun 01 20:37:56 +0000 2018,0.0,0.876,0.124,-0.4019,76
377,@FoxNews,Fri Jun 01 20:26:32 +0000 2018,0.103,0.71,0.187,-0.3182,77
378,@FoxNews,Fri Jun 01 20:23:57 +0000 2018,0.098,0.686,0.216,-0.5267,78
379,@FoxNews,Fri Jun 01 20:18:07 +0000 2018,0.0,1.0,0.0,0.0,79
380,@FoxNews,Fri Jun 01 20:17:10 +0000 2018,0.0,1.0,0.0,0.0,80
381,@FoxNews,Fri Jun 01 20:12:38 +0000 2018,0.0,1.0,0.0,0.0,81
382,@FoxNews,Fri Jun 01 20:09:39 +0000 2018,0.14,0.732,0.128,-0.2023,82
383,@FoxNews,Fri Jun 01 20:00:45 +0000 2018,0.0,0.621,0.379,-0.7269,83
384,@FoxNews,Fri Jun 01 19:53:10 +0000 2018,0.0,1.0,0.0,0.0,84
385,@FoxNews,Fri Jun 01 19:47:28 +0000 2018,0.156,0.66,0.184,-0.1531,85
386,@FoxNews,Fri Jun 01 19:44:33 +0000 2018,0.0,0.917,0.083,-0.2263,86
387,@FoxNews,Fri Jun 01 19:35:15 +0000 2018,0.0,1.0,0.0,0.0,87
388,@FoxNews,Fri Jun 01 19:31:58 +0000 2018,0.0,1.0,0.0,0.0,88
389,@FoxNews,Fri Jun 01 19:25:49 +0000 2018,0.0,1.0,0.0,0.0,89
390,@FoxNews,Fri Jun 01 19:16:39 +0000 2018,0.231,0.769,0.0,0.6369,90
391,@FoxNews,Fri Jun 01 19:14:04 +0000 2018,0.328,0.672,0.0,0.743,91
392,@FoxNews,Fri Jun 01 19:07:40 +0000 2018,0.0,1.0,0.0,0.0,92
393,@FoxNews,Fri Jun 01 19:06:07 +0000 2018,0.0,1.0,0.0,0.0,93
394,@FoxNews,Fri Jun 01 19:04:25 +0000 2018,0.255,0.745,0.0,0.6249,94
395,@FoxNews,Fri Jun 01 19:02:06 +0000 2018,0.192,0.808,0.0,0.4754,95
396,@FoxNews,Fri Jun 01 18:55:15 +0000 2018,0.0,1.0,0.0,0.0,96
397,@FoxNews,Fri Jun 01 18:53:36 +0000 2018,0.0,1.0,0.0,0.0,97
398,@FoxNews,Fri Jun 01 18:51:03 +0000 2018,0.0,1.0,0.0,0.0,98
399,@FoxNews,Fri Jun 01 18:50:50 +0000 2018,0.17,0.83,0.0,0.2263,99
400,@nytimes,Sat Jun 02 06:44:36 +0000 2018,0.0,0.773,0.227,-0.6486,0
401,@nytimes,Sat Jun 02 06:26:37 +0000 2018,0.098,0.709,0.193,-0.4215,1
402,@nytimes,Sat Jun 02 06:08:46 +0000 2018,0.0,0.871,0.129,-0.4767,2
403,@nytimes,Sat Jun 02 05:51:00 +0000 2018,0.0,0.907,0.093,-0.2846,3
404,@nytimes,Sat Jun 02 05:32:04 +0000 2018,0.106,0.644,0.25,-0.5859,4
405,@nytimes,Sat Jun 02 05:15:08 +0000 2018,0.178,0.822,0.0,0.3818,5
406,@nytimes,Sat Jun 02 04:56:37 +0000 2018,0.0,0.756,0.244,-0.5945,6
407,@nytimes,Sat Jun 02 04:38:30 +0000 2018,0.104,0.648,0.248,-0.5805,7
408,@nytimes,Sat Jun 02 04:22:06 +0000 2018,0.0,1.0,0.0,0.0,8
409,@nytimes,Sat Jun 02 04:02:06 +0000 2018,0.0,0.891,0.109,-0.296,9
410,@nytimes,Sat Jun 02 03:54:24 +0000 2018,0.0,0.821,0.179,-0.34,10
411,@nytimes,Sat Jun 02 03:47:06 +0000 2018,0.0,0.849,0.151,-0.5994,11
412,@nytimes,Sat Jun 02 03:32:05 +0000 2018,0.279,0.721,0.0,0.7351,12
413,@nytimes,Sat Jun 02 03:17:02 +0000 2018,0.0,0.855,0.145,-0.5994,13
414,@nytimes,Sat Jun 02 03:02:03 +0000 2018,0.0,1.0,0.0,0.0,14
415,@nytimes,Sat Jun 02 02:47:05 +0000 2018,0.119,0.881,0.0,0.4019,15
416,@nytimes,Sat Jun 02 02:33:01 +0000 2018,0.0,0.728,0.272,-0.6249,16
417,@nytimes,Sat Jun 02 02:17:01 +0000 2018,0.0,1.0,0.0,0.0,17
418,@nytimes,Sat Jun 02 02:02:06 +0000 2018,0.0,1.0,0.0,0.0,18
419,@nytimes,Sat Jun 02 01:47:06 +0000 2018,0.0,1.0,0.0,0.0,19
420,@nytimes,Sat Jun 02 01:32:02 +0000 2018,0.0,1.0,0.0,0.0,20
421,@nytimes,Sat Jun 02 01:17:03 +0000 2018,0.103,0.788,0.108,-0.0258,21
422,@nytimes,Sat Jun 02 01:02:05 +0000 2018,0.0,1.0,0.0,0.0,22
423,@nytimes,Sat Jun 02 00:47:03 +0000 2018,0.0,1.0,0.0,0.0,23
424,@nytimes,Sat Jun 02 00:32:04 +0000 2018,0.311,0.689,0.0,0.8591,24
425,@nytimes,Sat Jun 02 00:17:03 +0000 2018,0.0,1.0,0.0,0.0,25
426,@nytimes,Sat Jun 02 00:02:01 +0000 2018,0.123,0.705,0.172,-0.2732,26
427,@nytimes,Fri Jun 01 23:47:05 +0000 2018,0.338,0.662,0.0,0.8258,27
428,@nytimes,Fri Jun 01 23:32:04 +0000 2018,0.0,0.745,0.255,-0.5859,28
429,@nytimes,Fri Jun 01 23:17:02 +0000 2018,0.267,0.733,0.0,0.7351,29
430,@nytimes,Fri Jun 01 23:02:05 +0000 2018,0.0,1.0,0.0,0.0,30
431,@nytimes,Fri Jun 01 22:47:04 +0000 2018,0.159,0.841,0.0,0.5267,31
432,@nytimes,Fri Jun 01 22:32:05 +0000 2018,0.0,0.773,0.227,-0.6486,32
433,@nytimes,Fri Jun 01 22:17:02 +0000 2018,0.11,0.772,0.118,-0.0516,33
434,@nytimes,Fri Jun 01 22:02:05 +0000 2018,0.312,0.688,0.0,0.7096,34
435,@nytimes,Fri Jun 01 21:47:02 +0000 2018,0.122,0.878,0.0,0.3612,35
436,@nytimes,Fri Jun 01 21:32:04 +0000 2018,0.262,0.738,0.0,0.4404,36
437,@nytimes,Fri Jun 01 21:23:02 +0000 2018,0.14,0.86,0.0,0.4767,37
438,@nytimes,Fri Jun 01 21:11:03 +0000 2018,0.0,1.0,0.0,0.0,38
439,@nytimes,Fri Jun 01 20:55:05 +0000 2018,0.0,1.0,0.0,0.0,39
440,@nytimes,Fri Jun 01 20:40:06 +0000 2018,0.167,0.833,0.0,0.5859,40
441,@nytimes,Fri Jun 01 20:25:01 +0000 2018,0.0,0.842,0.158,-0.4118,41
442,@nytimes,Fri Jun 01 20:10:02 +0000 2018,0.067,0.625,0.308,-0.7003,42
443,@nytimes,Fri Jun 01 20:03:06 +0000 2018,0.189,0.686,0.126,0.2732,43
444,@nytimes,Fri Jun 01 19:53:21 +0000 2018,0.154,0.846,0.0,0.4767,44
445,@nytimes,Fri Jun 01 19:43:06 +0000 2018,0.0,0.891,0.109,-0.296,45
446,@nytimes,Fri Jun 01 19:33:02 +0000 2018,0.0,0.57,0.43,-0.7219,46
447,@nytimes,Fri Jun 01 19:23:07 +0000 2018,0.0,0.756,0.244,-0.5945,47
448,@nytimes,Fri Jun 01 19:13:03 +0000 2018,0.093,0.837,0.07,0.128,48
449,@nytimes,Fri Jun 01 19:03:01 +0000 2018,0.312,0.609,0.079,0.7579,49
450,@nytimes,Fri Jun 01 18:54:07 +0000 2018,0.28,0.72,0.0,0.5411,50
451,@nytimes,Fri Jun 01 18:46:17 +0000 2018,0.0,1.0,0.0,0.0,51
452,@nytimes,Fri Jun 01 18:44:22 +0000 2018,0.0,1.0,0.0,0.0,52
453,@nytimes,Fri Jun 01 18:43:02 +0000 2018,0.0,1.0,0.0,0.0,53
454,@nytimes,Fri Jun 01 18:33:05 +0000 2018,0.0,0.882,0.118,-0.34,54
455,@nytimes,Fri Jun 01 18:23:06 +0000 2018,0.0,0.905,0.095,-0.3182,55
456,@nytimes,Fri Jun 01 18:13:03 +0000 2018,0.0,1.0,0.0,0.0,56
457,@nytimes,Fri Jun 01 18:03:05 +0000 2018,0.327,0.673,0.0,0.7783,57
458,@nytimes,Fri Jun 01 17:53:05 +0000 2018,0.311,0.689,0.0,0.8591,58
459,@nytimes,Fri Jun 01 17:43:03 +0000 2018,0.098,0.755,0.147,-0.3182,59
460,@nytimes,Fri Jun 01 17:33:04 +0000 2018,0.0,1.0,0.0,0.0,60
461,@nytimes,Fri Jun 01 17:23:04 +0000 2018,0.0,0.862,0.138,-0.4939,61
462,@nytimes,Fri Jun 01 17:13:05 +0000 2018,0.0,1.0,0.0,0.0,62
463,@nytimes,Fri Jun 01 17:03:35 +0000 2018,0.0,0.902,0.098,-0.2924,63
464,@nytimes,Fri Jun 01 17:03:07 +0000 2018,0.0,1.0,0.0,0.0,64
465,@nytimes,Fri Jun 01 16:53:05 +0000 2018,0.0,0.814,0.186,-0.6249,65
466,@nytimes,Fri Jun 01 16:51:50 +0000 2018,0.0,1.0,0.0,0.0,66
467,@nytimes,Fri Jun 01 16:33:05 +0000 2018,0.0,0.83,0.17,-0.5994,67
468,@nytimes,Fri Jun 01 16:23:06 +0000 2018,0.0,0.696,0.304,-0.7906,68
469,@nytimes,Fri Jun 01 16:20:10 +0000 2018,0.0,0.901,0.099,-0.296,69
470,@nytimes,Fri Jun 01 16:13:03 +0000 2018,0.0,1.0,0.0,0.0,70
471,@nytimes,Fri Jun 01 16:03:03 +0000 2018,0.177,0.823,0.0,0.4215,71
472,@nytimes,Fri Jun 01 15:53:05 +0000 2018,0.141,0.859,0.0,0.4215,72
473,@nytimes,Fri Jun 01 15:43:04 +0000 2018,0.227,0.773,0.0,0.6124,73
474,@nytimes,Fri Jun 01 15:33:07 +0000 2018,0.119,0.881,0.0,0.2263,74
475,@nytimes,Fri Jun 01 15:23:01 +0000 2018,0.0,1.0,0.0,0.0,75
476,@nytimes,Fri Jun 01 15:13:08 +0000 2018,0.0,0.644,0.356,-0.8555,76
477,@nytimes,Fri Jun 01 15:03:06 +0000 2018,0.0,1.0,0.0,0.0,77
478,@nytimes,Fri Jun 01 14:53:05 +0000 2018,0.0,1.0,0.0,0.0,78
479,@nytimes,Fri Jun 01 14:52:47 +0000 2018,0.0,1.0,0.0,0.0,79
480,@nytimes,Fri Jun 01 14:43:06 +0000 2018,0.0,1.0,0.0,0.0,80
481,@nytimes,Fri Jun 01 14:35:29 +0000 2018,0.242,0.687,0.072,0.6908,81
482,@nytimes,Fri Jun 01 14:30:05 +0000 2018,0.344,0.585,0.071,0.8553,82
483,@nytimes,Fri Jun 01 14:15:03 +0000 2018,0.143,0.736,0.121,0.128,83
484,@nytimes,Fri Jun 01 14:00:11 +0000 2018,0.0,0.566,0.434,-0.6808,84
485,@nytimes,Fri Jun 01 13:44:04 +0000 2018,0.0,1.0,0.0,0.0,85
486,@nytimes,Fri Jun 01 13:31:03 +0000 2018,0.139,0.861,0.0,0.4404,86
487,@nytimes,Fri Jun 01 13:17:05 +0000 2018,0.108,0.892,0.0,0.3182,87
488,@nytimes,Fri Jun 01 13:00:05 +0000 2018,0.0,1.0,0.0,0.0,88
489,@nytimes,Fri Jun 01 12:43:04 +0000 2018,0.0,1.0,0.0,0.0,89
490,@nytimes,Fri Jun 01 12:40:58 +0000 2018,0.118,0.882,0.0,0.34,90
491,@nytimes,Fri Jun 01 12:31:05 +0000 2018,0.0,0.833,0.167,-0.296,91
492,@nytimes,Fri Jun 01 12:14:04 +0000 2018,0.184,0.702,0.114,0.1531,92
493,@nytimes,Fri Jun 01 12:00:06 +0000 2018,0.0,0.717,0.283,-0.743,93
494,@nytimes,Fri Jun 01 11:46:02 +0000 2018,0.0,1.0,0.0,0.0,94
495,@nytimes,Fri Jun 01 11:31:06 +0000 2018,0.0,1.0,0.0,0.0,95
496,@nytimes,Fri Jun 01 11:15:03 +0000 2018,0.0,1.0,0.0,0.0,96
497,@nytimes,Fri Jun 01 10:59:05 +0000 2018,0.115,0.783,0.101,0.0772,97
498,@nytimes,Fri Jun 01 10:45:08 +0000 2018,0.206,0.686,0.108,0.4588,98
499,@nytimes,Fri Jun 01 10:29:06 +0000 2018,0.383,0.617,0.0,0.7351,99
